text_cli,gref_cli,grf_cli,ft_cli,grs_cli,ssr_cli,text_ari,gref_ari,grf_ari,ft_ari,grs_ari,ssr_ari,text_lwf,gref_lwf,grf_lwf,ft_lwf,grs_lwf,ssr_lwf,text_MATTR,gref_MATTR,grf_MATTR,ft_MATTR,grs_MATTR,ssr_MATTR,text_MTLD,gref_MTLD,grf_MTLD,ft_MTLD,grs_MTLD,ssr_MTLD,text_HDD,gref_HDD,grf_HDD,ft_HDD,grs_HDD,ssr_HDD,text_entropy,gref_entropy,grf_entropy,ft_entropy,grs_entropy,ssr_entropy,text_sent,gref_sent,grf_sent,ft_sent,grs_sent,ssr_sent,text_word,gref_word,grf_word,ft_word,grs_word,ssr_word,text_char,gref_char,grf_char,ft_char,grs_char,ssr_char,text_sdensity,gref_sdensity,grf_sdensity,ft_sdensity,grs_sdensity,ssr_sdensity,text_wdensity,gref_wdensity,grf_wdensity,ft_wdensity,grs_wdensity,ssr_wdensity
10.88,20.28,21.31,9.65,21.31,16.5,2424.1,111.9,56.4,27.2,56.4,58.7,55.0,79.0,78.5,32.5,78.5,70.0,98.2344182088925,99.80198019801982,100.0,98.66666666666669,100.0,98.6138613861386,61.13262788155484,177.19686800894854,142.45411764705887,56.023333333333326,142.45411764705887,58.67166848079614,96.93066987187741,98.73022358227641,98.55672641370403,97.48154580981388,98.55672641370403,96.56009509298777,4.360865207878744,4.2429946102314275,4.295269050311869,4.391028407098733,4.295269050311869,4.203360859402776,217,10,4,4,4,7,5592,231,104,60,104,119,23170,1311,616,249,616,610,3.8805436337625174,4.329004329004329,3.8461538461538463,6.666666666666667,3.8461538461538463,5.88235294117647,24.1346568839016,17.620137299771166,16.883116883116884,24.096385542168676,16.883116883116884,19.508196721311474
19.64,20.16,18.3,22.24,18.3,25.14,1691.4,118.3,60.1,39.5,60.1,48.3,71.0,75.0,76.0,49.0,76.0,66.5,98.76339149066462,98.59813084112152,98.8235294117647,97.4074074074074,98.8235294117647,95.82089552238804,87.563883640892,233.45122807017546,143.0036363636364,58.05139240506328,143.0036363636364,20.862559241706162,98.26515146664626,98.7248459521899,98.7267927307079,96.98149064755157,98.7267927307079,92.11210615988263,4.378043153418867,4.278874122165701,4.280384479197516,4.25701895602535,4.280384479197516,4.14936151523026,118,9,5,3,5,5,4026,245,118,63,118,82,21318,1388,641,393,641,516,2.930948832588177,3.6734693877551026,4.23728813559322,4.761904761904762,4.23728813559322,6.097560975609756,18.885448916408667,17.65129682997118,18.408736349453978,16.030534351145036,18.408736349453978,15.891472868217054
15.06,18.94,20.15,18.93,20.15,19.81,2228.2,137.4,58.2,39.7,58.2,52.1,68.0,73.0,76.0,51.0,76.0,71.0,98.84289961125124,99.45312500000001,99.36842105263158,97.99999999999999,99.36842105263158,99.52380952380952,80.53443355141718,156.35220005848177,152.46000000000006,104.26181818181819,152.46000000000006,67.95139732685297,97.73018823736179,98.51677043131065,98.74595445636564,98.08213561733432,98.74595445636564,97.43106858548603,4.269952301055841,4.195062550360725,4.199766791228752,4.184354077830589,4.199766791228752,4.254614686330433,197,18,7,3,7,3,4947,292,113,70,113,94,24239,1590,633,396,633,553,3.9822114412775416,6.164383561643835,6.1946902654867255,4.285714285714286,6.1946902654867255,3.1914893617021276,20.40925780766533,18.364779874213834,17.851500789889414,17.67676767676768,17.851500789889414,16.998191681735985
13.61,21.38,23.05,18.11,23.05,17.78,1926.8,159.3,61.9,22.5,61.9,58.7,60.0,80.0,84.0,28.5,84.0,76.0,98.54188759278935,98.9864864864865,99.18367346938774,100.0,99.18367346938774,99.4,72.67428410213006,192.53696870847614,194.208,47.096,194.208,104.0,97.11352388398153,98.4937871514216,98.61603159115788,96.66119321291835,98.61603159115788,98.03111550227138,4.279402633532972,4.284515478976767,4.258524900004793,4.204958688403555,4.258524900004793,4.320244109716876,177,12,5,2,5,7,4457,337,114,36,114,119,20200,1959,700,181,700,622,3.9712811308054743,3.5608308605341246,4.385964912280701,5.555555555555555,4.385964912280701,5.88235294117647,22.064356435643564,17.202654415518122,16.28571428571429,19.88950276243094,16.28571428571429,19.131832797427652
14.94,19.17,15.98,18.41,15.98,20.39,448.2,200.1,60.3,38.0,60.3,61.2,59.0,68.0,70.0,46.5,70.0,76.0,99.35853379152341,99.5263157894737,99.24528301886791,100.0,99.24528301886791,99.60396039603961,116.44771604191916,225.9776121910989,147.30434782608697,143.99999999999997,147.30434782608697,35.06002787008254,98.30865940567277,98.99593926580357,98.68854919542855,98.99473991817504,98.68854919542855,95.77729129939993,4.234833652921675,4.179040564512518,4.151867118584028,4.299047830240072,4.151867118584028,4.139478619919984,33,18,6,4,6,6,1002,442,127,75,127,116,4832,2377,625,375,625,671,3.293413173652695,4.072398190045249,4.724409448818897,5.333333333333334,4.724409448818897,5.172413793103448,20.736754966887418,18.594867480016827,20.32,20.0,20.32,17.2876304023845
14.77,20.57,17.89,21.08,17.89,16.56,331.2,175.7,65.7,41.5,65.7,65.5,56.0,71.0,74.0,53.0,74.0,76.0,99.15756630265211,99.81762917933132,100.0,98.9830508474576,100.0,98.79310344827584,108.06578947368422,179.6137584841629,194.93600000000004,47.63414634146341,194.93600000000004,54.12532637075718,97.93563849173455,98.33989163092654,99.08915667283819,96.69367109569997,99.08915667283819,96.70961023292392,4.274551631234903,4.227680254500932,4.257292564689666,4.224813212705268,4.257292564689666,4.2052138108746835,31,14,4,3,4,5,742,374,130,73,130,130,3555,2134,706,421,706,686,4.177897574123989,3.7433155080213902,3.076923076923077,4.10958904109589,3.076923076923077,3.8461538461538463,20.87201125175809,17.525773195876287,18.413597733711047,17.339667458432302,18.413597733711047,18.950437317784257
12.74,19.23,20.33,19.79,20.33,26.53,2380.0,110.8,63.4,26.5,63.4,66.3,59.0,75.0,77.0,31.5,77.0,91.0,99.00442477876145,99.79695431472081,99.6153846153846,99.35483870967742,99.6153846153846,92.24489795918367,69.48983132995866,209.4866666666667,192.11294117647057,68.59999999999998,192.11294117647057,42.5,97.45110207921923,99.01821517252708,99.04636901595421,98.01375095492834,99.04636901595421,96.04033584631199,4.361396855925342,4.322926960363904,4.282573151226271,4.243296874814268,4.282573151226271,4.3018965406396195,180,15,5,2,5,5,5323,241,124,41,124,118,24161,1280,701,226,701,786,3.3815517565282733,6.224066390041494,4.032258064516129,4.878048780487805,4.032258064516129,4.23728813559322,22.031372873639334,18.828125,17.68901569186876,18.141592920353983,17.68901569186876,15.012722646310433
14.07,20.16,22.24,12.3,22.24,15.4,219.0,138.9,61.8,14.9,61.8,59.9,56.0,84.0,86.0,16.5,86.0,75.0,99.00943396226418,99.45312500000001,99.19191919191917,96.4705882352941,99.19191919191917,100.0,100.72065727699531,243.75,212.17999999999995,41.15999999999999,212.17999999999995,63.69977362761743,97.9093127059023,98.93772673534474,99.32030918683438,97.14285714285748,99.32030918683438,96.84177340322692,4.216402281446505,4.269960969225561,4.214839917084234,4.021633884176274,4.214839917084234,4.22808367254711,20,11,4,3,4,5,488,296,115,28,115,127,2286,1653,693,115,693,614,4.098360655737705,3.7162162162162162,3.4782608695652173,10.714285714285714,3.4782608695652173,3.937007874015748,21.347331583552055,17.906836055656385,16.594516594516595,24.347826086956523,16.594516594516595,20.684039087947884
17.03,21.55,21.31,16.95,21.31,17.89,1256.4,112.4,65.1,20.3,65.1,65.7,68.0,83.0,83.0,22.5,83.0,79.0,99.21442885771548,99.50248756218907,99.62264150943396,98.2608695652174,99.62264150943396,99.29824561403507,125.7422352205751,148.9069976076555,169.40000000000006,102.06,169.40000000000006,82.46778711484595,98.52641646874666,98.56742723658492,98.82197641108161,98.35897435897373,98.82197641108161,97.59500839255476,4.248330887487604,4.230490468960166,4.239721765051324,4.1734459933482375,4.239721765051324,4.153835615292902,90,6,4,2,4,7,2817,230,126,31,126,131,14519,1350,731,162,731,704,3.1948881789137378,2.608695652173913,3.1746031746031744,6.451612903225806,3.1746031746031744,5.343511450381679,19.402162683380396,17.037037037037038,17.236662106703147,19.1358024691358,17.236662106703147,18.607954545454543
12.68,17.78,17.37,20.32,17.37,15.92,2319.4,107.9,58.2,35.5,58.2,57.0,65.0,72.0,75.0,40.0,75.0,72.0,98.38441330998332,99.49748743718594,100.0,98.3673469387755,100.0,98.19999999999999,62.534675858106176,217.7079245283019,126.18666666666671,53.0,126.18666666666671,52.41168441168442,97.0848177488927,98.95430466824804,98.53143454529022,96.09596872130692,98.53143454529022,97.47347223629723,4.224380324178885,4.186235574718637,4.164072620349515,4.0990568045434115,4.164072620349515,4.191172487303333,207,11,6,3,6,4,5173,225,114,62,114,114,23405,1197,610,341,610,584,4.001546491397642,4.888888888888889,5.263157894736842,4.838709677419355,5.263157894736842,3.508771929824561,22.102114932706687,18.796992481203006,18.688524590163937,18.181818181818183,18.688524590163937,19.52054794520548
17.32,23.58,23.23,21.34,23.23,23.75,201.8,172.7,63.6,19.8,63.6,49.9,70.0,80.0,83.0,14.5,83.0,73.5,99.1666666666667,99.62382445141066,100.0,100.0,100.0,99.44444444444443,135.211538334424,347.7633333333334,308.70000000000005,17.0,308.70000000000005,62.29807692307692,98.41485400524925,99.21709496686032,99.52701020662931,99.9999999999996,99.52701020662931,96.89147943906615,4.236668617591787,4.240109207825626,4.275346165555682,4.178903615162592,4.275346165555682,4.265930274366813,23,17,4,1,4,6,442,369,119,19,119,90,2301,2240,726,118,726,537,5.203619909502263,4.607046070460704,3.361344537815126,5.263157894736842,3.361344537815126,6.666666666666667,19.2090395480226,16.473214285714285,16.391184573002754,16.101694915254235,16.391184573002754,16.75977653631285
17.38,19.93,20.04,33.6,20.04,20.1,201.3,108.7,60.9,35.3,60.9,60.2,70.0,80.0,82.0,30.0,82.0,86.0,99.32642487046634,100.0,100.0,100.0,100.0,100.0,125.96774193548387,162.623339625682,128.62500000000003,47.096,128.62500000000003,73.57785952005604,97.78442201440403,98.78003357577262,98.63335152087224,97.53694581280874,98.63335152087224,97.65473086209403,4.271725327812768,4.275499795687971,4.301878797098411,4.314898668934186,4.301878797098411,4.31223096218351,12,10,6,2,6,4,444,230,117,36,117,110,2293,1267,666,266,666,655,2.7027027027027026,4.3478260869565215,5.128205128205128,5.555555555555555,5.128205128205128,3.6363636363636362,19.363279546445707,18.153117600631415,17.56756756756757,13.533834586466165,17.56756756756757,16.793893129770993
16.8,21.26,22.18,18.81,22.18,18.65,1654.4,143.3,56.8,24.7,56.8,55.6,68.0,78.0,79.5,28.5,79.5,74.0,98.83153013910385,99.92366412213741,99.77011494252874,96.42857142857144,99.77011494252874,96.08695652173907,92.92053823654408,211.27694683527898,154.5786666666667,71.68,154.5786666666667,39.007444168734494,97.65832856653827,98.79701305212433,98.94344150833977,98.38709677419425,98.94344150833977,96.6905024508894,4.3177996799329135,4.276130821221161,4.315878426087094,4.165781902399277,4.315878426087094,4.20883112866295,164,10,4,2,4,4,3865,304,106,38,106,113,19155,1748,627,208,627,592,4.24320827943079,3.289473684210526,3.7735849056603774,5.263157894736842,3.7735849056603774,3.5398230088495577,20.17749934742887,17.391304347826086,16.905901116427433,18.269230769230766,16.905901116427433,19.08783783783784
13.61,18.42,18.65,21.93,18.65,12.56,2083.5,108.0,61.4,23.7,61.4,57.4,65.0,76.0,77.0,23.0,77.0,71.0,99.08928114607343,99.48453608247424,99.41176470588235,97.00000000000001,99.41176470588235,98.76288659793812,69.12894971262108,150.6647834274953,125.84320000000004,53.760000000000005,125.84320000000004,77.44915523007728,97.26495117608656,98.4211527115659,97.80094796102176,96.03801995106409,97.80094796102176,97.82619153984008,4.38931496366981,4.345166080236424,4.333254107620407,4.368236371248918,4.333254107620407,4.402829449310597,153,7,4,2,4,5,4886,229,123,30,123,121,22038,1219,662,169,662,558,3.131395824805567,3.056768558951965,3.2520325203252036,6.666666666666667,3.2520325203252036,4.132231404958678,22.17079589799437,18.78589007383101,18.580060422960727,17.75147928994083,18.580060422960727,21.68458781362007
16.33,18.48,18.12,27.91,18.12,21.84,546.5,145.5,65.4,30.3,65.4,58.9,67.0,69.0,73.0,29.5,73.0,81.0,98.80373831775691,99.77859778597788,99.82300884955751,97.60000000000001,99.82300884955751,100.0,70.43446695921529,176.7048248309773,201.73263157894743,78.49333333333335,201.73263157894743,71.47834967320262,97.53269905946424,98.43201374850703,98.39442119552896,97.25906277630544,98.39442119552896,97.78952628257119,4.324277944881146,4.261018599866371,4.274615743628446,4.319608015648772,4.274615743628446,4.240536857677524,52,9,4,1,4,4,1251,314,131,35,131,110,6187,1674,704,229,704,653,4.156674660271783,2.8662420382165608,3.0534351145038165,2.857142857142857,3.0534351145038165,3.6363636363636362,20.21981574268628,18.75746714456392,18.607954545454543,15.283842794759824,18.607954545454543,16.84532924961715
16.33,20.97,18.7,35.18,18.7,20.1,713.6,143.5,62.8,28.8,62.8,60.6,72.0,74.0,76.0,9.0,76.0,80.0,98.80661394680064,99.62264150943396,99.62616822429906,100.0,99.62616822429906,99.79797979797979,79.20992931964369,197.98592580540188,149.99478260869566,10.0,149.99478260869566,106.09000000000002,97.80109297703422,98.89034533538079,98.92970535173006,99.99999999999999,98.92970535173006,98.3179978763188,4.318531494533345,4.236381941246298,4.243136447702987,4.181871487373545,4.243136447702987,4.2791552631330685,49,10,5,1,5,6,1649,301,123,12,123,118,8123,1738,678,96,678,663,2.9714978775015157,3.322259136212625,4.0650406504065035,8.333333333333332,4.0650406504065035,5.084745762711865,20.300381632401823,17.318757192174914,18.141592920353983,12.5,18.141592920353983,17.79788838612368
14.59,20.16,19.17,26.01,19.17,20.5,717.1,151.4,63.3,42.7,63.3,62.0,70.0,69.0,71.0,52.0,71.0,77.0,97.5017946877239,99.71631205673759,100.0,99.25925925925925,100.0,99.41176470588235,41.942314816805876,178.94133627979056,137.9952,117.73999999999997,137.9952,76.28512046993231,96.8345161838734,98.86074125753849,98.77213342360139,98.58026728262578,98.77213342360139,98.01421471825748,4.3156046106307775,4.192071305224072,4.19913554662795,4.256593896679447,4.19913554662795,4.103821235848263,64,12,6,4,6,7,1610,323,125,65,125,123,7722,1809,689,432,689,686,3.9751552795031055,3.7151702786377707,4.8,6.153846153846154,4.8,5.691056910569105,20.84952084952085,17.855168601437256,18.142235123367197,15.046296296296296,18.142235123367197,17.93002915451895
15.46,18.07,18.24,23.28,18.24,15.51,1967.7,123.1,60.1,36.2,60.1,63.9,64.0,72.0,72.0,41.5,72.0,69.0,98.93442622950846,99.3777777777778,98.99999999999999,99.54545454545453,98.99999999999999,99.64912280701755,82.2348677812254,152.15693105343695,168.24888888888884,161.27999999999994,168.24888888888884,67.92904849773356,98.57838939740095,98.70936802936212,98.97078744688535,99.29078014184313,98.97078744688535,97.05472991448745,4.382519388635108,4.296297219123171,4.265513629566898,4.440911487658903,4.265513629566898,4.185984055868437,216,9,5,3,5,6,4659,261,119,56,119,136,22177,1388,641,345,641,661,4.63618802318094,3.4482758620689653,4.201680672268908,5.357142857142857,4.201680672268908,4.411764705882353,21.008251792397527,18.804034582132566,18.564742589703588,16.231884057971012,18.564742589703588,20.574886535552196
14.3,19.46,18.47,23.16,18.47,22.71,2144.9,197.8,65.6,42.1,65.6,59.1,59.0,74.0,76.0,55.0,76.0,80.5,98.8134381701219,99.46524064171125,99.29203539823008,98.62068965517238,99.29203539823008,99.35483870967742,68.38626739639963,213.4744897319744,212.94000000000003,29.717841898044043,212.94000000000003,65.0013698155084,98.04529074816828,98.84211842536598,99.07588787384302,93.6091257582691,99.07588787384302,97.35682126798034,4.2686640561724385,4.249951775395979,4.226378353680005,4.221637633681167,4.226378353680005,4.2373831336559205,182,14,5,4,5,4,4976,431,128,67,128,109,22984,2360,708,428,708,661,3.6575562700964634,3.248259860788863,3.90625,5.970149253731343,3.90625,3.669724770642202,21.649843369300385,18.262711864406782,18.07909604519774,15.654205607476634,18.07909604519774,16.49016641452345
14.42,19.11,19.05,22.35,19.05,18.82,568.0,91.3,57.7,39.3,57.7,57.8,65.0,77.0,78.0,52.0,78.0,82.0,99.35599284436485,98.88888888888889,98.52631578947367,100.0,98.52631578947367,98.55670103092783,177.38572120460802,171.45955555555554,144.43578947368422,64.98000000000002,144.43578947368422,61.025446288756655,98.12933698909775,98.64165592158001,98.70719665231823,97.44234800838737,98.70719665231823,96.69230411364691,4.277603468868839,4.185221848077911,4.213334134380499,4.159120362395061,4.213334134380499,4.387388400922706,57,9,6,3,6,6,1278,190,112,65,112,110,6096,1037,619,390,619,617,4.460093896713615,4.736842105263158,5.357142857142857,4.615384615384616,5.357142857142857,5.454545454545454,20.964566929133856,18.322082931533267,18.093699515347332,16.666666666666664,18.093699515347332,17.828200972447323
11.52,21.55,20.44,23.4,20.44,20.33,736.7,229.0,61.8,35.7,61.8,60.1,61.0,78.0,83.0,39.5,83.0,78.0,98.50359712230204,99.72222222222223,100.0,97.77777777777777,100.0,99.79797979797979,49.64601181623806,227.09408552580706,242.00615384615392,25.88679245283019,242.00615384615392,52.95754716981132,97.38644335984135,99.08650647695646,99.29051195492339,93.15832530977292,99.29051195492339,96.86993485185414,4.311868712417144,4.266368904491204,4.283476252891466,4.094500303414104,4.283476252891466,4.204387018995912,76,21,6,3,6,9,1715,497,119,52,119,113,7214,2885,681,339,681,657,4.431486880466473,4.225352112676056,5.042016806722689,5.769230769230769,5.042016806722689,7.964601769911504,23.77321874133629,17.227036395147312,17.474302496328928,15.339233038348082,17.474302496328928,17.19939117199391
16.56,20.33,19.75,25.47,19.75,16.27,650.1,162.5,60.0,26.3,60.0,63.3,65.0,78.0,80.0,25.5,80.0,76.0,98.80287310454891,99.80263157894737,99.5959595959596,100.0,99.5959595959596,99.28571428571428,78.0602758314698,250.34101130073805,165.02888888888887,174.9999999999999,165.02888888888887,65.02289522993249,97.93456854360542,98.77047673955566,98.98771304886492,99.33333333333417,98.98771304886492,97.48644798965849,4.267544480736803,4.242927858395177,4.259585200287735,4.240145912649572,4.259585200287735,4.202424801801151,45,11,3,1,3,4,1435,349,121,29,121,127,7381,1959,655,187,655,658,3.1358885017421603,3.151862464183381,2.479338842975207,3.4482758620689653,2.479338842975207,3.149606299212598,19.441810052838367,17.815211842776925,18.473282442748094,15.508021390374333,18.473282442748094,19.300911854103344
18.54,21.09,20.1,21.77,20.1,17.08,553.8,152.1,62.4,41.2,62.4,57.2,79.0,80.0,81.0,54.0,81.0,70.0,99.14972273567457,99.78723404255321,99.6153846153846,97.93103448275862,99.6153846153846,99.79591836734694,78.72603438228438,177.47787749139104,148.45090909090908,76.88000000000001,148.45090909090908,51.0,98.01445464012187,98.87413998421825,98.9040686907053,97.36380239103842,98.9040686907053,96.53831433563677,4.27605537998831,4.220042526977412,4.185955923567444,4.283390192707504,4.185955923567444,4.206989150875271,49,13,6,3,6,5,1247,322,118,70,118,117,6658,1855,684,416,684,598,3.929430633520449,4.037267080745342,5.084745762711865,4.285714285714286,5.084745762711865,4.273504273504273,18.729348152598376,17.358490566037734,17.251461988304094,16.826923076923077,17.251461988304094,19.565217391304348
15.11,19.7,20.62,22.99,20.62,17.6,1509.5,150.9,59.4,40.2,59.4,60.5,67.0,84.0,86.0,51.0,86.0,74.0,99.11492281303623,99.29078014184401,99.38144329896907,97.77777777777777,99.38144329896907,99.42307692307692,83.49135122851519,180.61658776014576,158.6822222222222,85.62909090909089,158.6822222222222,51.57306332079382,98.24226223774616,98.54528473505066,98.98224924533908,97.89226636776465,98.98224924533908,97.29393837091087,4.311778896405125,4.231971932168204,4.253086086931533,4.150230345750671,4.253086086931533,4.1475658163168045,116,12,3,3,3,5,3499,316,113,65,113,120,16593,1781,651,402,651,639,3.3152329236924833,3.79746835443038,2.6548672566371683,4.615384615384616,2.6548672566371683,4.166666666666666,21.087205448080514,17.742841100505334,17.357910906298002,16.169154228855724,17.357910906298002,18.779342723004692
11.05,19.46,19.52,23.91,19.52,17.25,865.4,108.8,60.1,30.8,60.1,62.0,54.0,77.0,79.0,31.5,79.0,72.0,99.33174224343666,99.79591836734694,100.0,98.7878787878788,100.0,99.81308411214953,96.46533499081949,200.0,174.73647058823528,95.83,174.73647058823528,47.09656796769852,97.78085360036252,98.95757767919125,99.09856342573589,98.79879879879825,99.09856342573589,96.25057341254215,4.299725697862601,4.347110585728602,4.371334772014493,4.164767234672499,4.371334772014493,4.268710454671821,72,9,5,2,5,6,1980,226,116,43,116,121,8364,1252,651,265,651,653,3.6363636363636362,3.982300884955752,4.310344827586207,4.651162790697675,4.310344827586207,4.958677685950414,23.672883787661405,18.051118210862622,17.81874039938556,16.22641509433962,17.81874039938556,18.529862174578867
13.37,16.97,18.7,22.98,18.7,15.57,1438.1,106.4,61.5,29.3,61.5,62.7,60.0,73.0,76.0,30.0,76.0,75.0,98.17345132743375,99.18781725888327,99.8076923076923,100.0,99.8076923076923,98.92857142857142,52.16064827690728,221.80941176470594,217.7280000000001,143.36,217.7280000000001,66.48157134656094,96.82926433659902,98.74717260966048,99.31357813213182,99.19354838709762,99.31357813213182,96.75775946114345,4.295564485970193,4.156981700263929,4.210290217207165,4.489808626546756,4.210290217207165,4.207582043442574,131,9,5,2,5,6,3250,231,124,40,124,127,14933,1165,664,236,664,644,4.030769230769231,3.896103896103896,4.032258064516129,5.0,4.032258064516129,4.724409448818897,21.76387865800576,19.82832618025751,18.67469879518072,16.94915254237288,18.67469879518072,19.72049689440994
19.35,17.09,16.15,22.18,16.15,16.04,466.6,196.0,60.0,42.1,60.0,53.5,74.0,70.0,74.0,58.5,74.0,76.0,98.8950276243093,99.84,100.0,98.64406779661017,100.0,99.12087912087911,86.01363824934718,155.4746510606455,181.44000000000008,63.0,181.44000000000008,86.10486891385767,97.74971264089127,98.43500330572887,99.07615931421566,96.93873262570617,99.07615931421566,97.80477492788796,4.338692520956708,4.248630373781721,4.30333469154567,4.1941591484599785,4.30333469154567,4.278076285317891,36,19,5,3,5,6,1073,440,126,73,126,113,5751,2213,624,429,624,549,3.3550792171481825,4.318181818181818,3.968253968253968,4.10958904109589,3.968253968253968,5.3097345132743365,18.657624760911144,19.88251242657027,20.192307692307693,17.016317016317018,20.192307692307693,20.58287795992714
16.85,19.11,19.57,29.93,19.57,21.66,567.4,88.2,58.6,28.8,58.6,61.8,81.0,79.0,81.0,24.0,81.0,79.0,99.48858447488578,100.0,100.0,100.0,100.0,100.0,96.12860599734296,159.93954545454545,133.33333333333337,22.0,133.33333333333337,78.38918396909705,98.26018308525751,98.71548593429695,98.72431021768313,100.00000000000091,98.72431021768313,97.49220791252678,4.330564039091755,4.21261877481313,4.247132609528588,4.185820835201475,4.247132609528588,4.242176225642837,48,7,5,1,5,5,1278,180,113,25,113,115,6526,997,633,183,633,688,3.755868544600939,3.888888888888889,4.424778761061947,4.0,4.424778761061947,4.3478260869565215,19.58320563898253,18.05416248746239,17.851500789889414,13.661202185792352,17.851500789889414,16.71511627906977
16.33,19.81,18.65,31.16,18.65,17.49,2097.5,100.7,61.8,37.9,61.8,61.2,65.0,72.0,77.0,40.0,77.0,77.0,99.21653448690253,99.4413407821229,99.23076923076923,93.88888888888887,99.23076923076923,97.92452830188677,83.8036475369214,199.50893617021282,148.45090909090908,30.00783699059561,148.45090909090908,57.03703703703704,98.05572305975842,98.9138040194792,98.51939930012871,92.52644344749633,98.51939930012871,97.62080530381995,4.261681354581997,4.243584322776896,4.240589949082288,4.156837101668306,4.240589949082288,4.1712687955396985,201,9,6,3,6,5,4819,205,121,44,121,119,23945,1166,665,334,665,646,4.170989831915335,4.390243902439024,4.958677685950414,6.8181818181818175,4.958677685950414,4.201680672268908,20.125287116308208,17.58147512864494,18.195488721804512,13.17365269461078,18.195488721804512,18.421052631578945
15.35,18.88,18.82,19.74,18.82,18.36,1976.6,114.4,59.1,35.1,59.1,61.1,63.0,73.0,75.0,44.0,75.0,75.0,98.82232462877651,99.71291866028709,99.79797979797979,100.0,99.79797979797979,98.05825242718443,80.95579075826483,147.16899236739783,148.52599999999998,151.42400000000004,148.52599999999998,79.91224747474747,97.31976923715253,98.73735947587629,98.90826364190256,99.10407239819105,98.90826364190256,96.79333441483661,4.295612031799052,4.180728105724127,4.196606324960328,4.351089873440118,4.196606324960328,4.2184961761353525,154,10,6,3,6,4,4410,245,119,65,119,119,21788,1311,636,337,636,653,3.492063492063492,4.081632653061225,5.042016806722689,4.615384615384616,5.042016806722689,3.361344537815126,20.240499357444463,18.688024408848207,18.71069182389937,19.287833827893174,18.71069182389937,18.223583460949463
12.85,20.62,21.31,18.87,21.31,18.7,458.8,115.8,60.1,38.6,60.1,57.0,59.0,77.0,79.0,48.0,79.0,75.0,98.92857142857133,99.32367149758451,98.76288659793812,98.11320754716981,98.76288659793812,98.08510638297872,108.0262460233298,211.0,178.51749999999996,101.07999999999997,178.51749999999996,46.22850678733032,97.82415184570708,98.49966765084864,98.80081119831586,98.51674641148513,98.80081119831586,95.36735595058977,4.23694699307112,4.312607629363401,4.330587225528221,4.37179142684469,4.330587225528221,4.28209750482364,33,9,5,3,5,3,1046,243,115,70,115,113,4694,1372,665,382,665,608,3.154875717017208,3.7037037037037033,4.3478260869565215,4.285714285714286,4.3478260869565215,2.6548672566371683,22.283766510438856,17.711370262390673,17.293233082706767,18.32460732984293,17.293233082706767,18.585526315789476
15.69,18.88,18.59,19.39,18.59,21.02,1017.9,174.8,69.8,27.2,69.8,64.5,73.0,74.0,77.0,33.0,77.0,79.0,98.90286864620009,99.9390243902439,100.0,100.0,100.0,99.81308411214953,83.56870422861556,198.41895042617438,148.45793103448275,72.57600000000004,148.45793103448275,78.25233743040236,97.90112105162125,98.99366955764539,99.01048200643716,98.12324929972023,99.01048200643716,97.58846606656303,4.279463432951863,4.261639330479374,4.272379155626461,4.150167965916751,4.272379155626461,4.246533789173003,66,15,5,3,5,5,2311,373,139,44,139,119,11345,2042,761,234,761,718,2.855906533967979,4.021447721179625,3.597122302158273,6.8181818181818175,3.597122302158273,4.201680672268908,20.370207139709123,18.266405484818804,18.265440210249672,18.803418803418804,18.265440210249672,16.573816155988858
16.1,17.32,16.79,15.39,16.79,16.96,1889.3,130.0,60.3,21.5,60.3,59.0,69.0,74.0,75.0,26.0,75.0,75.0,99.40186915887875,100.0,100.0,99.28571428571429,100.0,98.23529411764704,93.33118171943667,141.23871277413838,141.9965217391305,40.96000000000001,141.9965217391305,71.73656990323656,98.23130869922896,98.75413072578516,98.87135812325641,95.14748530112885,98.87135812325641,97.91243801760999,4.233568369126963,4.259499013958448,4.332265705690507,4.134311458487304,4.332265705690507,4.261013248303308,194,9,3,2,3,6,4344,277,120,38,120,120,21352,1445,630,183,630,618,4.465930018416206,3.2490974729241873,2.5,5.263157894736842,2.5,5.0,20.344698388909705,19.16955017301038,19.047619047619047,20.76502732240437,19.047619047619047,19.41747572815534
11.52,17.54,17.54,18.81,17.54,16.5,743.9,90.9,60.9,35.9,60.9,57.3,55.0,73.0,73.0,45.0,73.0,73.0,97.47046560111158,99.875,100.0,98.75,100.0,97.7551020408163,54.28388928597448,171.15636363636364,162.4736842105263,45.41850746268657,162.4736842105263,33.59552556818182,95.12780542637576,98.67907228051159,99.09169642465493,97.19721734847853,99.09169642465493,96.45128858624358,4.289994224039795,4.290519652712716,4.332150535379685,4.318501513621729,4.332150535379685,4.207521624326984,54,5,4,2,4,6,1650,187,120,61,120,120,7206,999,643,349,643,596,3.272727272727273,2.6737967914438503,3.3333333333333335,3.278688524590164,3.3333333333333335,5.0,22.89758534554538,18.71871871871872,18.662519440124417,17.478510028653297,18.662519440124417,20.13422818791946
